Restaurant ID,Restaurant Name,Locality,Is NCR,Average Cost for two,Log_Cost,Aggregate rating,Cred_Rating,Predicted_Rating,Residual,rank_overall,rank_within_ncr_group
18143128,Mocha,Bodakdev,False,1000,6.90875477931522,4.4,4.348250282729413,3.8979209199673495,0.4503293627620639,438.0,80.0
18438944,Blue -  Rooftop Cafe Restaurant Bistro,C G Road,False,1000,6.90875477931522,3.8,3.603683310270602,3.8979209199673495,-0.2942376096967476,5766.0,528.0
110436,MoMo Cafí© - Courtyard By Marriott,"Courtyard By Marriott, Satellite",False,1400,7.244941546337007,3.6,3.5712559687507253,3.9683718567991653,-0.39711588804844,6033.0,608.0
18385201,Cryo Lab,Ellis Bridge,False,350,5.860786223465865,4.6,4.315407119768872,3.6783097580411344,0.6370973617277373,182.0,36.0
110395,Swati Snacks,Ellis Bridge,False,450,6.111467339502679,4.4,4.331115992962879,3.7308422227401214,0.6002737702227572,220.0,48.0
18335583,Brick Kitchen,Ghatlodia,False,900,6.803505257608338,4.3,4.1757019538778275,3.875864943549723,0.2998370103281043,836.0,140.0
110237,Kabir Restaurant,Gurukul,False,600,6.398594934535208,3.8,3.754288005717895,3.791012372325447,-0.036724366607552295,3477.0,350.0
113537,Puffizza,Gurukul,False,700,6.55250788703459,4.3,4.241377718474537,3.823266204890575,0.4181115135839617,507.0,92.0
113703,Cafe Alfresco,Navrangpura,False,700,6.55250788703459,4.0,3.9298289862037694,3.823266204890575,0.10656278131319441,1741.0,263.0
18385186,The Cafe Baraco,Navrangpura,False,600,6.398594934535208,4.4,4.259597078552753,3.791012372325447,0.46858470622730586,402.0,76.0
113325,Nini's Kitchen,Prahlad Nagar,False,950,6.85751406254539,4.5,4.452580059604303,3.8871829705461147,0.5653970890581883,263.0,54.0
111826,Yanki Sizzlers,Thaltej,False,1200,7.0909098220799835,4.1,4.066341771330557,3.9360931345524204,0.1302486367781368,1588.0,239.0
110516,The Garden Cafe - The Fern,"The Fern, Sola",False,1200,7.0909098220799835,4.1,3.947769837138205,3.9360931345524204,0.011676702585784682,2692.0,320.0
18371341,Mazzo,Vastrapur,False,550,6.311734809152915,3.9,3.774942003489802,3.7728100579966535,0.002131945493148546,2820.0,325.0
113570,Turquoise Villa,Vastrapur,False,1200,7.0909098220799835,4.0,3.9455694019697045,3.9360931345524204,0.009476267417284134,2710.0,324.0
2400020,Aryan Family's Delight,Civil Lines,False,500,6.2166061010848646,3.4,3.37747670519158,3.752874988385302,-0.3753982831937219,5987.0,589.0
2400148,Bean Here,Civil Lines,False,350,5.860786223465865,3.3,3.32010024600246,3.6783097580411344,-0.35820951203867457,5949.0,574.0
2400019,Bikanerwala,Civil Lines,False,500,6.2166061010848646,3.2,3.274125307503075,3.752874988385302,-0.4787496808822267,6196.0,655.0
2400193,Dewsis,Civil Lines,False,600,6.398594934535208,3.4,3.383868451015591,3.791012372325447,-0.407143921309856,6051.0,613.0
2400027,Friends Forever,Civil Lines,False,600,6.398594934535208,3.4,3.381913111744754,3.791012372325447,-0.40909926058069335,6055.0,614.0
17960073,Hotel Ravisha Continental,Civil Lines,False,600,6.398594934535208,3.4,3.364366130601604,3.791012372325447,-0.426646241723843,6096.0,624.0
2400119,KFC,Civil Lines,False,500,6.2166061010848646,3.4,3.377687203273902,3.752874988385302,-0.37518778511139983,5986.0,588.0
2400014,McDonald's,Civil Lines,False,400,5.993961427306569,3.3,3.3246326544147786,3.7062178103314185,-0.3815851559166399,5997.0,594.0
2400403,Pind Balluchi,Civil Lines,False,800,6.68586094706836,3.2,3.334773286369227,3.851211528533131,-0.516438242163904,6246.0,667.0
2400349,Pizza Hut,Civil Lines,False,700,6.55250788703459,3.4,3.3715777470274695,3.823266204890575,-0.4516884578631055,6150.0,638.0
2400279,Subway,Civil Lines,False,400,5.993961427306569,3.4,3.3705250709914503,3.7062178103314185,-0.33569273933996824,5893.0,562.0
2400017,Tandoor Restaurant,Civil Lines,False,500,6.2166061010848646,3.2,3.2370626537515377,3.752874988385302,-0.5158123346337642,6245.0,666.0
2400144,The Tamarind Tree,Civil Lines,False,500,6.2166061010848646,3.4,3.3845969725826284,3.752874988385302,-0.3682780158026735,5968.0,582.0
2400195,Cafe El Chico,Civil Lines,False,1000,6.90875477931522,3.6,3.487153062502847,3.8979209199673495,-0.4107678574645024,6060.0,617.0
2400052,Eat On,Civil Lines,False,200,5.303304908059076,3.7,3.589042407469529,3.5614845739787997,0.027557833490729156,2492.0,308.0
2400016,Hot Stuff,Civil Lines,False,500,6.2166061010848646,3.5,3.4526787711058926,3.752874988385302,-0.30019621727940926,5782.0,532.0
2400293,Paradise,Civil Lines,False,500,6.2166061010848646,3.6,3.485023875002901,3.752874988385302,-0.2678511133824011,5680.0,512.0
2400009,Sagar Ratna,Tagore Town,False,400,5.993961427306569,3.5,3.460177763662882,3.7062178103314185,-0.2460400466685364,5598.0,490.0
2400010,Moti Mahal Delux,"Vinayak City Centre Mall, Civil Lines",False,800,6.68586094706836,3.3,3.323481595797266,3.851211528533131,-0.5277299327358653,6262.0,669.0
2200011,Makhan Fish and Chicken Corner,Basant Nagar,False,700,6.55250788703459,3.4,3.393940433376415,3.823266204890575,-0.42932577151416007,6106.0,628.0
2200078,Charming Chicken,Basant Nagar,False,300,5.707110264748875,3.9,3.765562653751537,3.6461055896378083,0.1194570641137287,1650.0,244.0
18204507,Ahuja Milk Bhandar,Hathi Gate,False,100,4.61512051684126,4.0,3.6852725816862124,3.4172693941136565,0.2680031875725559,958.0,164.0
2200030,Crystal Restaurant,INA Colony,False,800,6.68586094706836,3.4,3.386038191522266,3.851211528533131,-0.46517333701086505,6174.0,647.0
2200201,Brijwasi Chat Bhandar,INA Colony,False,150,5.017279836814924,3.6,3.4839288642886426,3.501545468091175,-0.01761660380253227,3144.0,337.0
2200067,Bubby Fish & Chicken Corner,INA Colony,False,300,5.707110264748875,3.5,3.447946648216482,3.6461055896378083,-0.1981589414213265,5369.0,460.0
2200358,Bon Gateau,Ranjit Avenue,False,500,6.2166061010848646,3.4,3.3681670766707663,3.752874988385302,-0.38470791171453556,6006.0,598.0
2200001,The Yellow Chilli,Ranjit Avenue,False,1200,7.0909098220799835,3.4,3.383758712587126,3.9360931345524204,-0.5523344219652944,6299.0,681.0
2200033,La Roma Pizzeria,Ranjit Avenue,False,400,5.993961427306569,3.5,3.4544533171894214,3.7062178103314185,-0.2517644931419971,5625.0,497.0
2200283,Sakhis Watz Kukin,Ranjit Avenue,False,700,6.55250788703459,3.6,3.478125307503075,3.823266204890575,-0.3451408973875001,5920.0,568.0
2200045,The Kulcha Land,Ranjit Avenue,False,200,5.303304908059076,3.9,3.7945589441188528,3.5614845739787997,0.23307437014005306,1095.0,179.0
2200149,Shudh Restaurant,Town Hall,False,600,6.398594934535208,3.4,3.3743282876377148,3.791012372325447,-0.41668408468773244,6078.0,621.0
2200043,Bade Bhai Ka Brothers' Dhaba,Town Hall,False,500,6.2166061010848646,3.7,3.5805072080441085,3.752874988385302,-0.17236778034119338,5218.0,451.0
2200044,Bharawan Da Dhaba,Town Hall,False,500,6.2166061010848646,3.5,3.485710844608446,3.752874988385302,-0.26716414377685593,5677.0,511.0
2200132,Brothers Dhaba,Town Hall,False,500,6.2166061010848646,3.8,3.7323462484624845,3.752874988385302,-0.02052873992281734,3190.0,341.0
2200236,Brothers' Amritsari Dhaba,Town Hall,False,400,5.993961427306569,3.8,3.616771089585896,3.7062178103314185,-0.08944672074552251,4384.0,392.0
2200175,Gurdas Ram Jalebi Wala,Town Hall,False,100,4.61512051684126,4.1,3.8602126192830553,3.4172693941136565,0.44294322516939877,453.0,83.0
2200000,Kesar Da Dhabha,Town Hall,False,500,6.2166061010848646,4.1,4.0604234420175915,3.752874988385302,0.30754845363228966,809.0,134.0
2200055,Beera Chicken Corner,White Avenue,False,500,6.2166061010848646,3.8,3.7087656877606117,3.752874988385302,-0.044109300624690206,3627.0,356.0
2200034,Surjit Food Plaza,White Avenue,False,1000,6.90875477931522,3.5,3.449741591381431,3.8979209199673495,-0.4481793285859186,6146.0,637.0
2200153,Kanha Sweets,White Avenue,False,150,5.017279836814924,4.1,3.905886406086283,3.501545468091175,0.4043409379951082,537.0,94.0
2500023,Kream N Krunch,Akashwani,False,800,6.68586094706836,3.6,3.5578288261256312,3.851211528533131,-0.2933827024075,5763.0,527.0
2500076,Balbeer's Kitchen & Bar,Chicalthana,False,850,6.7464121285733745,3.3,3.3220397434237494,3.8639005689171184,-0.541860825493369,6281.0,675.0
2500054,Angeethi Restaurant,CIDCO,False,600,6.398594934535208,3.3,3.322433310270602,3.791012372325447,-0.46857906205484534,6178.0,648.0
2500134,Domino's Pizza,CIDCO,False,700,6.55250788703459,3.1,3.2810666286809926,3.823266204890575,-0.5421995762095824,6282.0,676.0
2500069,Hotel Laadli,CIDCO,False,350,5.860786223465865,3.4,3.3748687447400787,3.6783097580411344,-0.30344101330105566,5791.0,535.0
2500256,Indiana Veg Restaurant,CIDCO,False,450,6.111467339502679,3.4,3.3807462157282857,3.7308422227401214,-0.35009600701183574,5928.0,570.0
2500024,Madhuban Restaurant - Welcome Hotel Rama International,CIDCO,False,1800,7.496097345175956,3.4,3.383304410841311,4.021003795514946,-0.6376993846736347,6377.0,692.0
2500075,Mauj Restaurant,CIDCO,False,500,6.2166061010848646,3.3,3.326172195315703,3.752874988385302,-0.426702793069599,6097.0,625.0
2500029,Naivedya,CIDCO,False,500,6.2166061010848646,3.4,3.380104422919229,3.752874988385302,-0.3727705654660727,5982.0,586.0
2500079,d' Curry House,"Hotel Green Olive, Nirala Bazar",False,1000,6.90875477931522,3.6,3.5001027110680942,3.8979209199673495,-0.39781820889925523,6035.0,609.0
2500343,Mokoholic Juice Bar,Mondha,False,300,5.707110264748875,3.5,3.395893296432964,3.6461055896378083,-0.2502122932048443,5619.0,494.0
2500052,Ashoka's Veg Restaurant,Nirala Bazar,False,400,5.993961427306569,3.3,3.3264476921084998,3.7062178103314185,-0.37977011822291873,5993.0,592.0
2500062,Kareem's Fine Dining,Nirala Bazar,False,700,6.55250788703459,3.3,3.3267290505351856,3.823266204890575,-0.49653715435538937,6220.0,662.0
2500056,That Baat,Nirala Bazar,False,450,6.111467339502679,3.4,3.371235310244668,3.7308422227401214,-0.3596069124954533,5950.0,575.0
2500030,Bhoj Restaurant,Nirala Bazar,False,450,6.111467339502679,3.7,3.5761777590601995,3.7308422227401214,-0.15466446367992193,5089.0,440.0
2500390,Downside Up,Nyay Nagar,False,400,5.993961427306569,3.2,3.330044399128201,3.7062178103314185,-0.37617341120321734,5989.0,591.0
2500007,Kareem's Kabab & Biryani,"Prozone Mall, Chicalthana",False,650,6.478509642208569,3.4,3.3728696676171306,3.8077592123992092,-0.43488954478207864,6121.0,633.0
2500123,Great Sagar Restaurant,Shahgunj,False,600,6.398594934535208,3.3,3.3204270792707926,3.791012372325447,-0.4705852930546546,6180.0,649.0
2500122,Kailash Restaurant,Usmanpura,False,450,6.111467339502679,3.3,3.32010024600246,3.7308422227401214,-0.41074197673766166,6059.0,616.0
2500346,Yalla Yalla,Usmanpura,False,500,6.2166061010848646,3.3,3.320937756252562,3.752874988385302,-0.4319372321327397,6113.0,629.0
50943,Sultans of Spice,"BluPetal Hotel, Koramangala",False,1300,7.170888478512505,4.1,4.08511664533481,3.952853375659281,0.1322632696755286,1577.0,237.0
58268,The Fatty Bao - Asian Gastro Bar,Indiranagar,False,2400,7.783640596221253,4.7,4.6726685404261,4.081261049526655,0.5914074908994449,232.0,49.0
51705,Toit,Indiranagar,False,2000,7.601402334583733,4.8,4.7935366048211145,4.043071395684233,0.7504652091368813,108.0,18.0
18162866,Three Dots & A Dash,Indiranagar,False,1300,7.170888478512505,3.9,3.8808357311121218,3.952853375659281,-0.07201764454715942,4122.0,378.0
18407918,Bombay Brasserie,Indiranagar,False,1500,7.313886831633462,4.2,4.051473324108241,3.982819956533434,0.06865336757480733,2045.0,286.0
56464,Glen's Bakehouse,Indiranagar,False,800,6.68586094706836,4.0,3.9911257763122023,3.851211528533131,0.13991424777907113,1534.0,233.0
18221572,Onesta,Indiranagar,False,600,6.398594934535208,4.3,4.268202825410607,3.791012372325447,0.47719045308515984,376.0,70.0
18359919,Onesta,JP Nagar,False,600,6.398594934535208,4.6,4.526280157530491,3.791012372325447,0.7352677852050435,114.0,20.0
18439634,ECHOES Koramangala,Koramangala 5th Block,False,950,6.85751406254539,4.7,4.496653940770177,3.8871829705461147,0.6094709702240619,209.0,47.0
51040,Truffles,Koramangala 5th Block,False,800,6.68586094706836,4.7,4.693198078504561,3.851211528533131,0.8419865499714296,66.0,11.0
54162,The Black Pearl,Koramangala 5th Block,False,1400,7.244941546337007,4.1,4.0932485334468725,3.9683718567991653,0.12487667664770719,1613.0,241.0
18305628,Eat Street,Koramangala 6th Block,False,400,5.993961427306569,4.3,4.242035574501631,3.7062178103314185,0.5358177641702122,301.0,58.0
18385443,Koramangala Social,Koramangala 7th Block,False,1500,7.313886831633462,4.5,4.457900172588113,3.982819956533434,0.4750802160546792,382.0,71.0
56618,AB's - Absolute Barbecues,Marathahalli,False,1400,7.244941546337007,4.6,4.591203641568474,3.9683718567991653,0.6228317847693088,195.0,43.0
18353121,Flechazo,Marathahalli,False,1200,7.0909098220799835,4.4,4.3502059406495235,3.9360931345524204,0.4141128060971031,517.0,93.0
18366652,Onesta,New BEL Road,False,600,6.398594934535208,4.6,4.509485992234183,3.791012372325447,0.7184736199087354,120.0,22.0
18430785,Communiti,Residency Road,False,1200,7.0909098220799835,4.2,4.091416529374171,3.9360931345524204,0.1553233948217505,1448.0,226.0
58882,Big Brewsky,Sarjapur Road,False,1800,7.496097345175956,4.5,4.4902176800052676,4.021003795514946,0.46921388449032175,401.0,75.0
18422898,Hoot,Sarjapur Road,False,1400,7.244941546337007,3.9,3.8407764994500164,3.9683718567991653,-0.12759535734914884,4870.0,424.0
18339874,Farzi Cafe,UB City,False,1500,7.313886831633462,4.4,4.336005642279337,3.982819956533434,0.3531856857459035,665.0,107.0
2600472,Black N White Cafe,Arera Colony,False,200,5.303304908059076,3.3,3.3251253075030744,3.5614845739787997,-0.23635926647572525,5560.0,483.0
2600514,Maybe There,Arera Colony,False,600,6.398594934535208,3.4,3.3786833102706026,3.791012372325447,-0.41232906205484454,6068.0,619.0
2600109,Sagar Gaire Fast Food,Arera Colony,False,250,5.5254529391317835,4.9,4.740572543593084,3.608037676122173,1.1325348674709108,9.0,2.0
2600311,The Kasbah,Arera Colony,False,700,6.55250788703459,3.9,3.7463573185731853,3.823266204890575,-0.07690888631738968,4202.0,382.0
2600008,Bake N Shake,Arera Colony,False,500,6.2166061010848646,4.2,4.047104892464366,3.752874988385302,0.2942299040790646,863.0,148.0
2600031,10 Downing Street,"DB City, Maharana Pratap Nagar",False,1000,6.90875477931522,4.0,3.8961193815369524,3.8979209199673495,-0.0018015384303970983,2886.0,328.0
2600250,Chi Kitchen,"DB City, Maharana Pratap Nagar",False,1000,6.90875477931522,4.0,3.79087191283097,3.8979209199673495,-0.10704900713637944,4640.0,407.0
2600025,Pizza Hut,"DB City, Maharana Pratap Nagar",False,650,6.478509642208569,4.1,3.8803145553910623,3.8077592123992092,0.07255534299185307,2008.0,284.0
2600494,Kafe Kulture,Gulmohar Colony,False,600,6.398594934535208,3.8,3.650425379253792,3.791012372325447,-0.140586993071655,4984.0,435.0
18108352,Violet Hour,Kohefiza,False,500,6.2166061010848646,3.8,3.5318601311013107,3.752874988385302,-0.22101485728399117,5490.0,472.0
2600079,Bapu Ki Kutia,Maharana Pratap Nagar,False,550,6.311734809152915,3.5,3.467466655135301,3.7728100579966535,-0.3053434028613524,5796.0,536.0
2600340,Da pizzeria,Maharana Pratap Nagar,False,500,6.2166061010848646,3.6,3.523828317189422,3.752874988385302,-0.22904667119588007,5524.0,477.0
18461339,Papa Mexicano,Maharana Pratap Nagar,False,350,5.860786223465865,3.6,3.4233700108740215,3.6783097580411344,-0.2549397471671129,5635.0,501.0
2600010,Bake N Shake,Maharana Pratap Nagar,False,500,6.2166061010848646,4.1,3.8586350707257067,3.752874988385302,0.10576008234040479,1744.0,264.0
2600230,Manohar Dairy And Restaurant,Maharana Pratap Nagar,False,400,5.993961427306569,4.4,4.224015516268176,3.7062178103314185,0.5177977059367578,319.0,62.0
2600003,Manohar Dairy And Restaurant,Peer Gate Area,False,400,5.993961427306569,4.1,3.9721690966909664,3.7062178103314185,0.2659512863595479,969.0,166.0
2600303,Kebabsville - Sayaji Hotel,Sayaji Hotel,False,1800,7.496097345175956,4.3,4.037358930792697,4.021003795514946,0.016355135277751565,2638.0,316.0
2600180,Indian Coffee House,TT Nagar,False,500,6.2166061010848646,3.9,3.771964432144321,3.752874988385302,0.019089443759018998,2607.0,315.0
2600393,The Urban Socialite,TT Nagar,False,900,6.803505257608338,3.8,3.6282228964867773,3.875864943549723,-0.2476420470629459,5607.0,491.0
2600007,Bake N Shake,TT Nagar,False,500,6.2166061010848646,4.3,4.02492621745744,3.752874988385302,0.2720512290721384,933.0,159.0
2900587,Tyre Patty,"BMC Bhawani Mall, Sahid Nagar",False,500,6.2166061010848646,3.9,3.8204512744091934,3.752874988385302,0.06757628602389154,2052.0,288.0
2900354,Silver Streak,"BMC Bhawani Mall, Sahid Nagar",False,550,6.311734809152915,4.1,4.014281613902587,3.7728100579966535,0.2414715559059335,1060.0,174.0
2900633,Barbeque Nation,Chandrasekharpur,False,1200,7.0909098220799835,4.6,4.298583895321712,3.9360931345524204,0.3624907607692913,642.0,105.0
18408676,Central Perk 7,Chandrasekharpur,False,600,6.398594934535208,4.5,4.2098584059294195,3.791012372325447,0.4188460336039723,505.0,91.0
2900234,The Chicken Dinesty,Chandrasekharpur,False,500,6.2166061010848646,3.9,3.809163955237525,3.752874988385302,0.056288966852223066,2154.0,295.0
2900550,Taste Of China,Chandrasekharpur,False,500,6.2166061010848646,4.0,3.8361470657232344,3.752874988385302,0.08327207733793252,1903.0,271.0
18362677,Michael's Kitchen,Gajapati Nagar,False,850,6.7464121285733745,3.7,3.5976798248521407,3.8639005689171184,-0.26622074406497775,5676.0,510.0
2900044,Mamma Mia - Mayfair Lagoon,"Mayfair Lagoon, Jayadev Vihar",False,1400,7.244941546337007,4.1,3.9797132155747783,3.9683718567991653,0.011341358775613042,2694.0,321.0
2900469,99 North Restaurant,Patia,False,450,6.111467339502679,3.6,3.54510148986625,3.7308422227401214,-0.18574073287387138,5290.0,454.0
2900219,Adda,Patia,False,600,6.398594934535208,3.8,3.7535148641655547,3.791012372325447,-0.0374975081598925,3502.0,353.0
2900473,Chill Ummm,Patia,False,450,6.111467339502679,3.7,3.6558463326881334,3.7308422227401214,-0.07499589005198803,4171.0,381.0
2900020,Lal Qila,Patia,False,500,6.2166061010848646,3.7,3.6383123853801713,3.752874988385302,-0.11456260300513055,4733.0,416.0
2900562,Richard's Kitchen & Coffee Bar,Patia,False,450,6.111467339502679,3.8,3.727193810431482,3.7308422227401214,-0.003648412308639326,2912.0,331.0
18413814,Aangan Horizon,Patia,False,900,6.803505257608338,4.0,3.7713131708655214,3.875864943549723,-0.1045517726842018,4606.0,403.0
18235390,Brewberrys The Coffee Bar,Patia,False,400,5.993961427306569,4.0,3.870782645326453,3.7062178103314185,0.16456483499503438,1403.0,220.0
2900640,Chai Break,Patia,False,800,6.68586094706836,4.3,3.9060383961890466,3.851211528533131,0.05482686765591538,2172.0,299.0
18271459,JUGAAD JN.,Patia,False,300,5.707110264748875,4.1,3.9520666562512394,3.6461055896378083,0.30596106661343114,816.0,135.0
18377283,Cha cTea,Sahid Nagar,False,500,6.2166061010848646,3.8,3.590595530955309,3.752874988385302,-0.16227945742999283,5146.0,444.0
18408600,Food Fever,Sahid Nagar,False,900,6.803505257608338,4.2,3.775638068880689,3.875864943549723,-0.10022687466903424,4544.0,399.0
2900012,Mainland China,"The Crown, Nayapalli",False,1500,7.313886831633462,4.3,4.182011499366262,3.982819956533434,0.19919154283282836,1251.0,202.0
18436042,Eram Rooftop,Unit 4,False,400,5.993961427306569,3.5,3.447192251813822,3.7062178103314185,-0.25902555851759645,5651.0,504.0
122003,The Night Factory,Chandigarh Industrial Area,False,850,6.7464121285733745,3.7,3.6760679702385257,3.8639005689171184,-0.1878325986785927,5301.0,455.0
121552,Brooklyn Central,"Elante Mall, Chandigarh Industrial Area",False,1600,7.3783837129967145,4.2,4.1426379734487,3.996335853530287,0.1463021199184129,1494.0,231.0
121214,Chili's,"Elante Mall, Chandigarh Industrial Area",False,1400,7.244941546337007,4.3,4.254379323601872,3.9683718567991653,0.2860074668027064,895.0,151.0
121553,Kylin Experience,"Elante Mall, Chandigarh Industrial Area",False,1600,7.3783837129967145,4.1,3.9948783116054654,3.996335853530287,-0.0014575419248217258,2878.0,327.0
121312,Mocha,"Elante Mall, Chandigarh Industrial Area",False,1400,7.244941546337007,4.0,3.9333596032501204,3.9683718567991653,-0.035012253549044914,3440.0,349.0
121335,Pirates of Grill,"Elante Mall, Chandigarh Industrial Area",False,1200,7.0909098220799835,4.0,3.970319823296272,3.9360931345524204,0.0342266887438516,2402.0,305.0
120014,Barbeque Nation,Sector 26,False,1300,7.170888478512505,4.5,4.46244998715831,3.952853375659281,0.5095966114990289,331.0,63.0
123125,TGI Friday's,Sector 26,False,1800,7.496097345175956,4.3,4.132175201264648,4.021003795514946,0.11117140574970197,1707.0,253.0
120221,Pal Dhaba,Sector 28,False,700,6.55250788703459,3.8,3.778673647672461,3.823266204890575,-0.04459255721811406,3642.0,358.0
122064,Midnight Chef,Sector 35,False,1000,6.90875477931522,3.4,3.395667024955186,3.8979209199673495,-0.5022538950121636,6230.0,663.0
120203,Nik Baker's,Sector 35,False,650,6.478509642208569,4.1,4.050886922021831,3.8077592123992092,0.24312770962262142,1050.0,173.0
120219,OvenFresh,Sector 35,False,650,6.478509642208569,4.1,4.017741100337012,3.8077592123992092,0.20998188793780237,1188.0,193.0
121425,Super Donuts,Sector 35,False,450,6.111467339502679,4.0,3.8987660214977944,3.7308422227401214,0.16792379875767294,1391.0,218.0
123010,Taco Bell,Sector 35,False,600,6.398594934535208,4.2,4.061835650333248,3.791012372325447,0.2708232780078008,941.0,161.0
123294,Karim's,Sector 7,False,800,6.68586094706836,3.3,3.318611338891167,3.851211528533131,-0.5326001896419643,6269.0,671.0
121120,Virgin Courtyard,Sector 7,False,2200,7.696667081526462,4.4,4.340661120958785,4.063034973455652,0.27762614750313297,915.0,156.0
122940,Burgrill,Sector 8,False,500,6.2166061010848646,4.5,4.311115875001032,3.752874988385302,0.5582408866157298,277.0,55.0
122830,Uncle Jack's,Sector 8,False,600,6.398594934535208,4.0,3.9215124216056974,3.791012372325447,0.13050004928025016,1586.0,238.0
69024,That Madras Place,Adyar,False,800,6.68586094706836,4.2,4.17762911820888,3.851211528533131,0.3264175896757484,753.0,124.0
72475,Haunted,Anna Nagar East,False,800,6.68586094706836,3.8,3.761289666813921,3.851211528533131,-0.08992186171921013,4387.0,393.0
70431,Pantry d'or,Anna Nagar East,False,750,6.621405651764134,4.4,4.366910837572639,3.83770434626602,0.5292064913066188,309.0,60.0
71443,Palmshore,Ashok Nagar,False,850,6.7464121285733745,4.2,4.15327250646102,3.8639005689171184,0.28937193754390167,883.0,150.0
73088,Chili's,"Express Avenue Mall,  Royapettah",False,1700,7.438971592395862,4.8,4.7458524262016075,4.009032584285446,0.7368198419161613,113.0,19.0
18423075,Writer's Cafe,Gopalapuram,False,450,6.111467339502679,4.2,4.026718878126281,3.7308422227401214,0.29587665538615937,857.0,146.0
70890,Fusilli Reasons,Kilpauk,False,350,5.860786223465865,4.6,4.560752104394039,3.6783097580411344,0.8824423463529047,50.0,8.0
71492,Ciclo Cafe,Kotturpuram,False,1100,7.00397413672268,4.1,4.065159098528307,3.91787498595664,0.14728411257166663,1487.0,229.0
70092,Kaidi Kitchen,Mylapore,False,1500,7.313886831633462,4.0,3.9829922582933692,3.982819956533434,0.0001723017599353227,2852.0,326.0
70393,Bombay Brasserie,Nungambakkam,False,1200,7.0909098220799835,4.6,4.5660446896505595,3.9360931345524204,0.6299515550981392,186.0,38.0
